ObjectId,stopdate,stoptime,streetnbr,streetdir,street,Min_,sex,race,ethnic,Year_of_birth,enfaction,rpmainid
996,2018/02/08 00:00:00,1530,2600,,ARAPAHOE AVE,10,F,W,N,1999,N,3709
997,2018/02/08 00:00:00,1145,700,,28TH ST,10,M,W,N,1957,N,3710
998,2018/02/10 00:00:00,1740,1499,,11TH ST/GRANDVIEW AVE,5,M,W,H,1995,Y,3711
999,2018/02/11 00:00:00,1130,2580,,BASELINE RD,5,M,A,N,0,N,3712
1000,2018/02/12 00:00:00,120,3275,,PRAIRIE AVE,15,M,W,N,1992,N,3713
1001,2018/02/12 00:00:00,925,,,BASELINE RD/28TH ST,10,M,I,N,1977,N,3714
1002,2018/02/12 00:00:00,1843,3599,,28TH ST/KALMIA AVE,20,M,W,H,1993,Y,3715
1003,2018/02/12 00:00:00,1805,1999,,9TH ST/PEARL ST,5,M,W,N,1989,Y,3716
1004,2018/02/12 00:00:00,1531,5300,,PEARL PKWY,2,M,W,N,1963,N,3717
1005,2018/02/12 00:00:00,20,1600,,FOOTHILLS PKWY,10,M,W,N,1992,N,3718
1006,2018/02/13 00:00:00,1322,3549,,28TH ST/KALMIA CT,15,F,W,H,1999,Y,3719
1007,2018/02/13 00:00:00,1039,698,,FOOTHILLS PKWY/BASELINE RD,10,M,W,N,1986,N,3720
1008,2018/02/13 00:00:00,1114,698,,FOOTHILLS PKWY/BASELINE RD,10,F,W,N,1960,N,3721
1009,2018/02/13 00:00:00,1133,1398,,FOOTHILLS PKWY/COLORADO AVE,10,M,W,N,1983,Y,3722
1010,2018/02/13 00:00:00,1054,698,,FOOTHILLS PKWY/BASELINE RD,10,M,B,N,1994,Y,3723
1011,2018/02/13 00:00:00,1345,,,27TH WAY/BASELINE RD,10,M,W,N,1994,N,3724
1012,2018/02/13 00:00:00,1502,4199,,28TH ST/JAY RD,15,F,W,N,1952,N,3725
1013,2018/02/13 00:00:00,1510,1499,,19TH ST/ARAPAHOE AVE,5,M,W,N,2001,Y,3726
1014,2018/02/13 00:00:00,1533,1560,,30TH ST/MARINE ST,10,M,A,N,1997,Y,3727
1015,2018/02/13 00:00:00,1147,1369,,28TH ST/TAFT DR,8,M,W,N,1992,Y,3728
1016,2018/02/16 00:00:00,2115,1951,,BROADWAY/LAWRY LN,5,M,W,N,1981,Y,3880
1017,2018/02/16 00:00:00,2120,1999,,13TH ST/PEARL ST,5,M,W,N,1996,Y,3881
1018,2018/02/16 00:00:00,2045,1200,,SPRUCE ST,0,F,W,N,1991,Y,3882
1019,2018/02/16 00:00:00,2320,2299,,BROADWAY/MAPLETON AVE,5,F,A,N,1989,N,3883
1020,2018/02/16 00:00:00,2318,1199,,PINE ST/BROADWAY,5,M,W,N,1962,N,3884
1021,2018/02/16 00:00:00,2327,1700,,13TH ST/ARAPAHOE AVE,5,F,W,N,1996,Y,3885
1022,2018/02/16 00:00:00,2353,,,ARAPAHOE AVE/FOOTHILLS PKWY,10,M,W,N,1981,N,3886
1023,2018/02/16 00:00:00,1950,1800,,30TH ST,10,M,W,N,1981,N,3887
1024,2018/02/16 00:00:00,2320,1600,,BROADWAY,10,M,W,N,1999,N,3888
1025,2018/02/17 00:00:00,210,,,13TH ST/CANYON BLVD,10,M,W,N,1992,N,3889
1026,2018/02/16 00:00:00,2338,1099,,15TH ST/BROADWAY,10,M,W,N,1985,Y,3890
1027,2018/02/17 00:00:00,149,2400,,BASELINE RD,20,F,W,N,1998,Y,3891
1028,2018/02/17 00:00:00,34,2920,,BASELINE RD,7,M,A,N,1995,Y,3892
1029,2018/02/17 00:00:00,234,1999,,17TH ST/PEARL ST,5,M,U,N,1992,Y,3893
1030,2018/02/16 00:00:00,1142,1399,,BASELINE RD/14TH ST,10,F,W,N,1982,Y,3894
1031,2018/02/16 00:00:00,2302,1515,,GREENBRIAR BLVD,7,F,W,N,1996,Y,3895
1032,2018/02/17 00:00:00,248,900,,BASELINE RD,6,M,W,N,1999,N,3896
1033,2018/02/17 00:00:00,258,2999,,E EUCLID AVE/30TH ST,10,M,W,N,1995,Y,3897
1034,2018/02/17 00:00:00,311,,,30TH ST/ARAPAHOE AVE,6,M,W,N,1996,Y,3898
1035,2018/02/16 00:00:00,800,899,,30TH ST/E AURORA AVE,10,F,W,N,1994,Y,3899
1036,2018/02/16 00:00:00,1515,4408,,BASELINE RD/LAGUNA PL,10,M,W,N,1965,Y,3900
1037,2018/02/16 00:00:00,1530,200,,FOOTHILLS PKWY,10,F,W,N,1995,N,3901
1038,2018/02/16 00:00:00,1430,4298,,BASELINE RD/INCA PKWY,10,F,W,N,1959,N,3902
1039,2018/02/14 00:00:00,1324,,,DIAGONAL HWY/INDEPENDENCE RD,15,F,W,N,1972,Y,3779
1040,2018/02/16 00:00:00,1100,1399,,10TH ST/UNIVERSITY AVE,10,F,W,N,1971,N,3903
1041,2018/02/16 00:00:00,1310,2599,,9TH ST/NORTH ST,10,F,B,N,1966,Y,3904
1042,2018/02/16 00:00:00,1515,,,FOOTHILLS PKWY/VALMONT RD,10,M,W,N,1999,Y,3905
1043,2018/02/16 00:00:00,1530,,,FOOTHILLS PKWY/VALMONT RD,10,M,W,N,1961,N,3906
1044,2018/02/16 00:00:00,1545,,,FOOTHILLS PKWY/VALMONT RD,10,M,W,N,1994,N,3907
1045,2018/02/16 00:00:00,1600,,,FOOTHILLS PKWY/VALMONT RD,10,F,W,N,1956,N,3908
1046,2018/02/16 00:00:00,1625,,,FOOTHILLS PKWY/VALMONT RD,10,F,W,N,1981,N,3909
1047,2018/02/17 00:00:00,855,4840,,5TH ST/LEE HILL DR,10,M,W,N,2000,N,3910
1048,2018/02/17 00:00:00,850,,,HWY 36 WB @ TABLE MESA DR,10,F,W,H,1997,N,3911
1049,2018/02/17 00:00:00,910,,,HWY 36 WB ON RP @ T MESA/TABLE MESA DR,10,F,W,N,1996,N,3912
1050,2018/02/17 00:00:00,930,,,HWY 36 WB ON RP @ T MESA/TABLE MESA DR,10,M,W,N,1995,N,3913
1051,2018/02/17 00:00:00,950,,,HWY 36 WB ON RP @ T MESA/TABLE MESA DR,10,M,W,N,1992,N,3914
1052,2018/02/17 00:00:00,1025,,,HWY 36 WB ON RP @ T MESA/TABLE MESA DR,10,F,W,N,1980,N,3915
1053,2018/02/17 00:00:00,1105,2519,,9TH ST/DEWEY AVE,10,M,W,N,1977,Y,3916
1054,2018/02/17 00:00:00,1140,2519,,9TH ST/DEWEY AVE,10,M,W,N,1997,Y,3917
1055,2018/02/17 00:00:00,1125,2519,,9TH ST/DEWEY AVE,10,M,W,N,1950,Y,3918
1056,2018/02/17 00:00:00,111,999,,BROADWAY/17TH ST,25,M,W,N,1997,N,3919
1057,2018/02/16 00:00:00,2000,1199,,UNIVERSITY AVE/BROADWAY,10,M,W,N,1997,N,3920
1058,2018/02/16 00:00:00,100,383,,BROADWAY/27TH WAY,5,M,W,N,1957,Y,3921
1059,2018/02/16 00:00:00,1900,3170,,BROADWAY,20,F,W,H,1993,Y,3922
1060,2018/02/16 00:00:00,1945,,,13TH ST/CANYON BLVD,5,M,W,N,1998,Y,3923
1061,2018/02/17 00:00:00,2110,18,,BROADWAY,5,M,W,H,1967,N,3924
1062,2018/02/17 00:00:00,113,1099,,13TH ST/COLLEGE AVE,10,F,W,N,1997,N,3925
1063,2018/02/17 00:00:00,2015,1398,,CANYON BLVD/14TH ST,5,M,W,N,2001,Y,3926
1064,2018/02/17 00:00:00,2230,3599,,28TH ST/KALMIA AVE,5,F,W,H,1991,Y,3927
1065,2018/02/17 00:00:00,2345,2100,,BROADWAY,5,M,W,N,1988,N,3928
1066,2018/02/18 00:00:00,0,2100,,SPRUCE ST,5,,,,0,,3930
1067,2018/02/24 00:00:00,2235,817,,30TH ST/BIXBY AVE,5,M,W,N,1989,N,4042
1068,2018/02/17 00:00:00,2209,4398,,ARAPAHOE AVE/FOOTHILLS PKWY,20,M,W,N,1997,N,3931
1069,2018/02/24 00:00:00,2350,1575,,30TH ST,5,M,W,N,1991,Y,4043
1070,2018/02/18 00:00:00,17,12TH,,EUCLID,10,M,W,N,1996,Y,3932
1071,2018/02/25 00:00:00,1925,,,63RD ST/DIAGONAL HWY,5,F,W,H,1998,N,4044
1072,2018/02/18 00:00:00,30,3800,,ARAPAHOE AVE,20,M,W,N,1972,Y,3933
1073,2018/02/25 00:00:00,1905,39098,,US HIGHWAY 36/TABLE MESA DR,10,M,W,N,1993,N,4045
1074,2018/02/14 00:00:00,1130,1369,,28TH ST/TAFT DR,9,F,W,N,1963,N,3780
1075,2018/02/18 00:00:00,44,,,23RD ST/CANYON BLVD,20,M,W,N,1985,N,3934
1076,2018/02/25 00:00:00,1727,4099,,TABLE MESA DR/S 41ST ST,10,F,,,1948,N,4046
1077,2018/02/14 00:00:00,1135,1369,,28TH ST/TAFT DR,8,M,W,N,1992,N,3781
1078,2018/02/17 00:00:00,1130,799,,15TH ST/CASCADE AVE,10,M,W,N,1982,N,3935
1079,2018/02/26 00:00:00,310,2100,,CANYON BLVD,10,M,A,N,1996,N,4047
1080,2018/02/14 00:00:00,1155,1369,,28TH ST/TAFT DR,9,M,W,H,1999,N,3782
1081,2018/02/18 00:00:00,225,3900,,BASELINE RD,5,M,W,N,1996,N,3936
1082,2018/02/26 00:00:00,1148,3700,,26TH ST,10,M,W,N,1970,Y,4048
1083,2018/02/14 00:00:00,1225,450,,55TH ST/SENECA PL,9,F,W,N,1952,N,3783
1084,2018/02/18 00:00:00,240,800,,BROADWAY,10,M,W,N,1995,N,3937
1085,2018/02/26 00:00:00,1210,3600,,26TH ST,10,M,W,N,1946,Y,4049
1086,2018/02/14 00:00:00,1235,450,,55TH ST/SENECA PL,9,M,W,N,2000,Y,3784
1087,2018/02/18 00:00:00,0,1700,,PEARL ST,100,M,B,N,1991,Y,3938
1088,2018/02/26 00:00:00,1228,3649,,N 26TH ST/LINDEN AVE,10,M,W,N,1970,Y,4050
1089,2018/02/14 00:00:00,1235,450,,55TH ST/SENECA PL,9,M,W,N,2000,Y,3785
1090,2018/02/13 00:00:00,305,1600,,PEARL ST,10,F,W,N,1995,N,3939
1091,2018/02/26 00:00:00,1255,3599,,N 26TH ST/SHERWOOD CIR,10,M,W,N,1956,Y,4051
1092,2018/02/14 00:00:00,1300,450,,55TH ST/SENECA PL,9,M,W,N,1939,Y,3786
1093,2018/02/18 00:00:00,957,,,FOOTHILLS PKWY/BASELINE RD,10,F,W,N,1998,N,3940
1094,2018/02/26 00:00:00,1316,3899,,NORWOOD CT/NORWOOD AVE,10,F,W,N,1986,Y,4052
1095,2018/02/14 00:00:00,1325,450,,55TH ST/SENECA PL,8,F,W,N,1996,Y,3787
1096,2018/02/18 00:00:00,1056,,,FOOTHILLS PKWY/BASELINE RD,10,M,W,N,1946,N,3941
1097,2018/02/26 00:00:00,1404,3649,,N 26TH ST/LINDEN AVE,10,M,W,N,1991,N,4053
1098,2018/02/14 00:00:00,1122,2400 BLK,,TABLE MESA,15,M,W,N,1989,Y,3788
1099,2018/02/18 00:00:00,1718,5199,,ILLINI WAY/SEMINOLE DR,5,M,W,N,1967,Y,3942
1100,2018/02/26 00:00:00,1540,1301,,HIGH ST,5,F,W,N,1969,Y,4054
1101,2018/02/14 00:00:00,1234,1100 BLK,,S BROADWAY,15,M,W,N,1994,Y,3789
1102,2018/02/18 00:00:00,1422,2000,,30TH ST,10,M,W,N,1981,N,3943
1103,2018/02/26 00:00:00,2325,2900,,BASELINE RD,10,M,W,N,1986,N,4055
1104,2018/02/14 00:00:00,1442,,,FOOTHILLS PKWY/PEARL PKWY,15,M,W,N,1992,N,3790
1105,2018/02/18 00:00:00,2300,800,,FOOTHILLS PKWY,9,F,W,N,1999,N,3944
1106,2018/01/26 00:00:00,2243,2961,,BROADWAY,10,M,W,N,1985,Y,4056
1107,2018/02/14 00:00:00,1525,,,FOOTHILLS PKWY/PEARL PKWY,5,F,W,N,1969,Y,3791
1108,2018/02/18 00:00:00,2306,699,,55TH ST/BASELINE RD,7,F,W,N,2000,N,3945
1109,2018/01/26 00:00:00,2344,2790,,VALMONT RD,10,M,W,N,1995,Y,4057
1110,2018/01/26 00:00:00,2354,1600,,29TH ST,10,M,B,N,1986,Y,4058
1111,2018/02/02 00:00:00,2355,2900,,DIAGONAL HWY,10,F,W,N,1997,N,4059
1112,2018/02/03 00:00:00,2239,1900,,IRIS AVE,10,M,W,N,1963,Y,4060
1113,2018/02/03 00:00:00,2249,3000,,DIAGONAL HWY,10,F,W,N,1952,Y,4061
1114,2018/02/26 00:00:00,1224,,,US HIGHWAY 36 ON RAMP/TABLE MESA DR,8,F,W,N,1994,Y,4062
1115,2018/02/26 00:00:00,1245,,,US HIGHWAY 36 ON RAMP/TABLE MESA DR,8,M,W,N,1994,N,4063
1116,2018/02/26 00:00:00,1257,,,US HIGHWAY 36 ON RAMP/TABLE MESA DR,8,F,W,N,1998,Y,4064
1117,2018/02/26 00:00:00,1314,,,US HIGHWAY 36 ON RAMP/TABLE MESA DR,12,M,W,H,1970,Y,4065
1118,2018/02/26 00:00:00,1343,1699,,30TH ST/CANYON BLVD,8,F,W,N,1994,N,4066
1119,2018/02/26 00:00:00,1400,1199,,30TH ST/COLORADO AVE,8,M,W,N,1968,N,4067
1120,2018/02/26 00:00:00,1429,1199,,30TH ST/COLORADO AVE,8,M,W,N,1997,Y,4068
1121,2018/02/26 00:00:00,1618,2299,,30TH ST/PEARL ST,8,M,W,N,1997,Y,4069
1122,2018/02/27 00:00:00,1225,1100 BLK,,S BROADWAY,15,M,W,N,2000,Y,4070
1123,2018/02/27 00:00:00,1314,1100 BLK,,S BROADWAY,15,M,W,N,1996,N,4071
1124,2018/02/27 00:00:00,840,5699,,JAY RD/N 57TH ST,5,F,W,N,1994,Y,4072
1125,2018/02/27 00:00:00,1245,,,CENTRAL PARK,10,M,W,N,1968,N,4073
1126,2018/02/27 00:00:00,1245,,,CENTRAL PARK,10,M,W,N,1997,N,4074
1127,2018/02/27 00:00:00,1245,,,CENTRAL PARK,10,M,W,N,1978,Y,4075
1128,2018/02/27 00:00:00,1245,,,CENTRAL PARK,10,M,W,N,1986,N,4076
1129,2018/02/27 00:00:00,1130,3300,,ARAPAHOE AVE,5,M,W,N,1995,Y,4077
1130,2018/02/27 00:00:00,1620,100,,BASELINE RD/FLAGSTAFF RD,5,M,W,N,1990,N,4078
1131,2018/02/19 00:00:00,56,899,,CASCADE AVE/9TH ST,8,M,W,N,2001,N,3946
1132,2018/02/19 00:00:00,530,2800,,ARAPAHOE AVE,5,M,W,N,1996,Y,3947
1133,2018/02/19 00:00:00,102,,,27TH WAY/BASELINE RD,15,M,W,N,1997,Y,3948
1134,2018/02/19 00:00:00,915,,,30TH ST/DIAGONAL HWY,10,M,W,N,1973,Y,3949
1135,2018/02/19 00:00:00,1350,3403,,19TH ST/DEL ROSA CT,7,M,W,N,1960,N,3950
1136,2018/02/19 00:00:00,1400,4600,,16TH ST/YARMOUTH AVE,10,M,W,H,1977,Y,3951
1137,2018/02/19 00:00:00,1433,4399,,BROADWAY/VIOLET AVE,10,F,W,N,1979,N,3952
1138,2018/02/19 00:00:00,1418,4399,,BROADWAY/VIOLET AVE,10,M,W,N,1974,N,3953
1139,2018/02/19 00:00:00,1330,3399,,BROADWAY/IRIS AVE,10,M,W,N,1977,Y,3954
1140,2018/02/19 00:00:00,1105,5277,,MANHATTAN CIR,10,M,B,N,1952,N,3955
1141,2018/02/19 00:00:00,1252,,,HWY 36 WB ON RP @ BASELINE EB/BASELINE RD,9,F,W,N,1995,Y,3956
1142,2018/02/19 00:00:00,1303,,,HWY 36 WB ON RP @ T MESA/TABLE MESA DR,9,F,W,N,1989,N,3957
1143,2018/02/19 00:00:00,1303,,,HWY 36 WB ON RP @ T MESA/TABLE MESA DR,8,F,W,N,1989,N,3958
1144,2018/02/19 00:00:00,1319,,,US HIGHWAY 36 ON RAMP/TABLE MESA DR,8,F,A,N,1998,Y,3959
1145,2018/02/19 00:00:00,1330,,,US HIGHWAY 36 OFF RAMP WB/BASELINE RD,8,F,W,N,1996,N,3960
1146,2018/02/20 00:00:00,700,,,10TH ST/ WALNUT ST,10,F,W,N,1976,N,3961
1147,2018/02/20 00:00:00,650,,,10TH ST/ WALNUT ST,10,M,W,N,1984,N,3962
1148,2018/02/20 00:00:00,1000,1300,,COLLEGE AVE,5,F,W,N,1999,Y,3963
1149,2018/02/19 00:00:00,1300,4400,,DIAGONAL HWY,20,M,W,N,0,Y,3964
1150,2018/02/20 00:00:00,1425,,,28TH ST/ARAPAHOE AVE,11,M,W,N,1990,N,3965
1151,2018/02/20 00:00:00,1730,2999,,28TH ST/VALMONT RD,3,M,W,N,1989,Y,3966
1152,2018/02/18 00:00:00,1718,1899,,15TH ST/WALNUT ST,15,F,W,N,1988,Y,3967
1153,2018/02/20 00:00:00,2332,1800,,30TH ST,5,M,W,N,1985,N,3968
1154,2018/02/20 00:00:00,2230,,,30TH/BROADWAY,15,M,W,N,1991,N,3969
1155,2018/02/20 00:00:00,2203,1398,,CANYON BLVD/14TH ST,8,M,W,N,1990,N,3970
1156,2018/02/21 00:00:00,1201,1200,,17TH ST/UNIVERSITY AVE,8,M,W,N,1996,Y,3971
1157,2018/02/21 00:00:00,1215,1299,,17TH ST/ATHENS ST,5,M,W,N,1997,N,3972
1158,2018/02/21 00:00:00,1230,1206,,17TH ST/HILLSIDE RD,6,M,W,N,1996,Y,3973
1159,2018/02/21 00:00:00,1250,1299,,17TH ST/ATHENS ST,10,M,W,N,1996,Y,3974
1160,2018/02/21 00:00:00,1303,1299,,17TH ST/ATHENS ST,10,M,W,N,1996,Y,3975
1161,2018/02/21 00:00:00,1235,3499,,ASH AVE/MOORHEAD AVE,10,M,W,N,1977,Y,3976
1162,2018/02/21 00:00:00,1305,3400,,TABLE MESA DR,10,F,W,N,1980,Y,3977
1163,2018/02/21 00:00:00,1500,698,,FOOTHILLS PKWY/BASELINE RD,10,M,W,N,1941,Y,3978
1164,2018/02/14 00:00:00,1420,,,BASELINE/FOOTHILLS,15,F,W,N,1968,Y,3792
1165,2018/02/14 00:00:00,1510,,,LIBRARY (MEADOWS BRANCH),15,M,W,N,1996,Y,3793
1166,2018/02/14 00:00:00,1543,698,,FOOTHILLS PKWY/BASELINE RD,10,M,W,N,1981,Y,3794
1167,2018/02/14 00:00:00,1325,1398,,FOOTHILLS PKWY/COLORADO AVE,10,F,W,N,1963,N,3795
1168,2018/02/14 00:00:00,1400,2999,,47TH ST/VALMONT RD,10,F,W,N,1992,N,3796
1169,2018/02/14 00:00:00,1430,2999,,29TH ST/VALMONT RD,10,F,W,N,1975,Y,3797
1170,2018/02/14 00:00:00,1440,1800,,FOLSOM ST,5,F,W,N,1954,Y,3798
1171,2018/02/14 00:00:00,1520,2700,,ARAPAHOE AVE,10,F,W,N,1997,Y,3799
1172,2018/02/14 00:00:00,1555,1599,,EISENHOWER DR/ARAPAHOE AVE,5,M,B,N,1962,N,3800
1173,2018/02/14 00:00:00,1735,,,FOOTHILLS PKWY/ARAPAHOE AVE,10,M,W,N,1994,N,3801
1174,2018/02/14 00:00:00,2027,2099,,MAPLETON AVE/21ST ST,5,M,W,N,1963,N,3802
1175,2018/02/14 00:00:00,2152,1199,,30TH ST/COLORADO AVE,10,F,W,N,1990,Y,3803
1176,2018/02/14 00:00:00,1803,600,,BLOCK OF S. BROADWAY,5,M,W,N,1979,N,3804
1177,2018/02/14 00:00:00,2047,,,FOOTHILLS NB OFF RP @ PEARL/PEARL PKWY,10,M,W,N,1964,Y,3805
1178,2018/02/15 00:00:00,5,2900,,CANYON CREEK RD/BASELINE RD,10,M,W,N,1999,N,3806
1179,2018/02/14 00:00:00,2320,900,,CANYON BLVD,10,F,A,N,1995,Y,3807
1180,2018/02/14 00:00:00,2227,1899,,BROADWAY/WALNUT ST,10,M,W,N,1964,N,3808
1181,2018/02/15 00:00:00,205,2800,,BASELINE RD,20,M,W,H,1985,N,3809
1182,2018/02/15 00:00:00,205,2800 BLK,,BASELINE,20,M,W,H,1995,N,3810
1183,2018/02/15 00:00:00,205,2800,,BASELINE RD,20,M,W,N,1990,N,3811
1184,2018/02/15 00:00:00,34,,,FOLSOM/TAFT,5,M,W,H,1969,Y,3812
1185,2018/02/15 00:00:00,150,2500,,CANYON BLVD,5,M,W,N,1969,N,3813
1186,2018/02/15 00:00:00,256,2800,,VALMONT RD,5,M,W,N,1971,N,3814
1187,2018/02/15 00:00:00,225,1900,,ALPINE AVE,5,F,W,N,1991,Y,3815
1188,2018/02/15 00:00:00,15,,,28TH ST/CANYON BLVD,4,M,W,N,1997,Y,3816
1189,2018/02/15 00:00:00,738,,,BLACKHAWK/TENINO ST,10,F,W,N,1963,Y,3817
1190,2018/02/15 00:00:00,805,,,55TH ST/PUEBLO PL.,10,M,W,N,1990,Y,3818
1191,2018/02/15 00:00:00,827,5500,,AZTEC CT/55TH ST,15,F,W,N,1994,N,3819
1192,2018/02/15 00:00:00,927,,,17TH ST/CANYON BLVD,10,M,W,H,1986,N,3820
1193,2018/02/15 00:00:00,1200,1299,,17TH ST/ATHENS ST,10,M,A,N,1963,Y,3821
1194,2018/02/15 00:00:00,1047,,,FOOTHILLS PKWY/VALMONT RD,10,M,W,N,1988,N,3822
1195,2018/02/15 00:00:00,1130,4398,,ARAPAHOE AVE/FOOTHILLS PKWY,10,F,W,N,1998,Y,3823
1196,2018/02/15 00:00:00,1223,,,FOOTHILLS PKWY/ARAPAHOE AVE,10,F,W,N,1977,N,3824
1197,2018/02/15 00:00:00,1249,4450,,ARAPAHOE AVE,10,M,W,N,1961,N,3825
1198,2018/02/15 00:00:00,1150,599,,MOHAWK DR/LAGUNA PL,10,F,W,N,1985,N,3826
1199,2018/02/15 00:00:00,1235,38.6,,HWY 36,10,M,W,N,1995,N,3827
1200,2018/02/15 00:00:00,1345,4800,,ARAPAHOE AVE,10,M,W,N,1974,Y,3828
1201,2018/03/03 00:00:00,755,1600,,BASELINE RD,10,M,W,N,1989,Y,4179
1202,2018/03/03 00:00:00,1100,,,FOOTHILLS SB ON RP @ PEARL/PEARL PKWY,10,F,W,N,2001,N,4180
1203,2018/03/03 00:00:00,1330,28TH,,COLORADO,15,M,W,N,1986,N,4181
1204,2018/03/03 00:00:00,915,2899,,STAZIO DR/BUTTE MILL RD,10,,,,0,,4182
1205,2018/03/01 00:00:00,1900,1800,,11TH ST/CANYON BLVD,10,F,A,N,1994,N,4380
1206,2018/03/03 00:00:00,1155,3675,,TABLE MESA DR/HARVARD LN,10,F,W,N,1977,Y,4183
1207,2018/03/03 00:00:00,1222,,,HWY 36 WB ON RP @ BASELINE EB/BASELINE RD,10,M,A,N,1968,Y,4184
1208,2018/03/02 00:00:00,1955,1099,,BROADWAY/COLLEGE AVE,10,M,W,N,1948,Y,4381
1209,2018/03/03 00:00:00,1745,,,JAY RD/ HWY119,10,M,W,N,1982,N,4186
1210,2018/03/03 00:00:00,18,1499,,BASELINE RD/15TH ST,10,M,W,H,1990,N,4382
1211,2018/03/03 00:00:00,1720,1598,,28TH ST/ARAPAHOE AVE,5,M,W,N,1962,N,4187
1212,2018/03/03 00:00:00,110,999,,12TH ST/EUCLID AVE,10,M,W,N,1999,N,4383
1213,2018/03/09 00:00:00,2130,1207,,BROADWAY/PENNSYLVANIA AVE,5,M,W,N,1996,N,4430
1214,2018/03/03 00:00:00,1835,2199,,FOLSOM ST/PINE ST,5,F,W,N,1959,N,4188
1215,2018/03/08 00:00:00,2300,1399,,BROADWAY/UNIVERSITY AVE,5,M,A,N,1987,N,4384
1216,2018/03/09 00:00:00,2315,3899,,28TH ST,7,M,W,N,1999,Y,4431
1217,2018/03/03 00:00:00,2008,2199,,FOLSOM ST/PINE ST,5,M,W,N,1953,N,4189
1218,2018/03/08 00:00:00,2350,,,,5,M,W,N,1967,N,4385
1219,2018/03/09 00:00:00,2215,3899,,28TH ST,7,F,W,N,2000,Y,4432
1220,2018/03/03 00:00:00,2100,,,27TH WAY/BASELINE RD,10,M,W,N,1992,Y,4190
1221,2018/03/09 00:00:00,2305,,,,5,M,W,N,1962,N,4433
1222,2018/02/28 00:00:00,2030,959,,COLLEGE AVE/LINCOLN | 10TH ST ALLEY,5,F,W,N,1995,Y,4129
1223,2018/03/04 00:00:00,1,1199,,13TH ST/PENNSYLVANIA AVE,5,M,W,N,1998,N,4191
1224,2018/03/08 00:00:00,2030,,,PEARL PKWY/FOOTHILLS PKWY,15,M,B,N,1978,N,4386
1225,2018/03/09 00:00:00,2305,,,,5,M,W,H,1997,N,4434
1226,2018/03/01 00:00:00,15,1099,,13TH ST/COLLEGE AVE,5,M,W,N,1998,Y,4130
1227,2018/03/03 00:00:00,2253,ASH,,BROADWAY,10,M,W,N,1996,Y,4192
1228,2018/03/08 00:00:00,2257,,,15TH ST/CANYON BLVD,15,M,W,N,1978,Y,4387
1229,2018/03/09 00:00:00,2339,2700,,BASELINE RD,5,M,W,N,1976,N,4435
1230,2018/02/28 00:00:00,2100,14TH,,WALNUT,5,M,W,N,1942,Y,4131
1231,2018/03/04 00:00:00,2253,ASH,,BROADWAY,10,M,W,N,1996,Y,4193
1232,2018/03/08 00:00:00,1935,1799,,BROADWAY/CANYON BLVD,10,M,W,N,1962,N,4388
1233,2018/03/05 00:00:00,843,1899,,18TH ST/WALNUT ST,10,M,W,N,1963,N,4230
1234,2018/03/08 00:00:00,1710,3099,,TABLE MESA DR/HARTFORD DR,15,F,W,N,1971,Y,4436
1235,2018/03/01 00:00:00,100,2000,,REGENT DR/BROADWAY,5,M,W,N,1996,Y,4132
1236,2018/03/04 00:00:00,2253,ASH,,BROADWAY,10,M,W,N,1994,Y,4194
1237,2018/03/09 00:00:00,100,1899,,11TH ST/WALNUT ST,5,M,W,N,1995,N,4389
1238,2018/03/05 00:00:00,920,,,24TH/WALNUT,10,M,W,N,1961,N,4231
1239,2018/03/07 00:00:00,102,2600,,CANYON BLVD,5,M,W,N,1978,N,4330
1240,2018/03/09 00:00:00,2210,10TH,,CASCADE,10,M,W,N,1953,Y,4437
1241,2018/03/01 00:00:00,110,3675,,TABLE MESA DR/HARVARD LN,15,F,W,N,1996,N,4133
1242,2018/03/04 00:00:00,2253,ASH,,BROADWAY,10,M,B,N,1991,Y,4195
1243,2018/03/09 00:00:00,227,,,28TH ST/BASELINE RD,20,M,W,N,1996,Y,4390
1244,2018/03/05 00:00:00,911,1600 BLK,,VIOLET,15,F,W,N,1979,Y,4232
1245,2018/03/07 00:00:00,155,1500,,WALNUT ST,15,,,N,1978,N,4331
1246,2018/03/10 00:00:00,0,1300,,BROADWAY,15,F,B,N,1994,N,4438
1247,2018/03/01 00:00:00,1058,,,HWY 36 MM 37,10,M,W,N,1996,N,4134
1248,2018/03/04 00:00:00,25,1100,,GARNDVIEW,5,M,W,N,1987,Y,4196
1249,2018/03/09 00:00:00,227,,,28TH ST/BASELINE RD,20,M,W,N,1997,Y,4391
1250,2018/03/09 00:00:00,12,1236,,CANYON BLVD,15,F,W,N,1980,N,4392
1251,2018/03/09 00:00:00,433,101,,ARAPAHOE AVE,30,M,W,N,1988,N,4393
1252,2018/03/09 00:00:00,430,101,,ARAPAHOE AVE,20,M,W,N,1987,N,4394
1253,2018/03/09 00:00:00,430,101,,ARAPAHOE AVE,30,F,W,N,1978,N,4395
1254,2018/03/09 00:00:00,430,101,,ARAPAHOE AVE,20,F,W,N,1982,N,4396
1255,2018/03/09 00:00:00,430,101,,ARAPAHOE AVE,20,F,W,N,1982,N,4397
1256,2018/03/09 00:00:00,430,101,,ARAPAHOE AVE,20,M,W,N,1986,N,4398
1257,2018/03/08 00:00:00,2240,,,5300-BLK S BOULDER RD,10,M,W,N,1972,N,4399
